name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Raoyang,L6,4910,Fell,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=22394,38.2,115.7,1762,56:02.8,11:51.9,1/1/1919 0:00,115.7,38.2,"{""type"":""Point"",""coordinates"":[115.7,38.2]}"
Ras Tanura,H6,6.1,Fell,1961,http://www.lpi.usra.edu/meteor/metbull.php?code=22395,26.66667,50.15,25045,56:02.8,11:51.9,1/1/1961 0:00,50.15,26.66667,"{""type"":""Point"",""coordinates"":[50.15,26.66667]}"
Rasgrad,Stone-uncl,24700,Fell,1740,http://www.lpi.usra.edu/meteor/metbull.php?code=22396,43.5,26.53333,710,56:02.8,11:51.9,1740-01-01 00:00:00,26.53333,43.5,"{""type"":""Point"",""coordinates"":[26.53333,43.5]}"
Ratyn,Stone-uncl,910,Fell,1880,http://www.lpi.usra.edu/meteor/metbull.php?code=22398,52.2,17.98333,3971,56:02.8,11:51.9,1880-01-01 00:00:00,17.98333,52.2,"{""type"":""Point"",""coordinates"":[17.98333,52.2]}"
Red Canyon Lake,H5,18.41,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=53502,38.13742,-119.75812,18816,56:02.8,11:51.9,1/1/2007 0:00,-119.75812,38.13742,"{""type"":""Point"",""coordinates"":[-119.75812,38.13742]}"
Reliegos,L5,17300,Fell,1947,http://www.lpi.usra.edu/meteor/metbull.php?code=22584,42.475,-5.33333,881,56:02.8,11:51.9,1/1/1947 0:00,-5.33333,42.475,"{""type"":""Point"",""coordinates"":[-5.33333,42.475]}"
Rembang,"Iron, IVA",10000,Fell,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=22585,-6.73333,111.36667,1219,56:02.8,11:51.9,1/1/1919 0:00,111.36667,-6.73333,"{""type"":""Point"",""coordinates"":[111.36667,-6.73333]}"
Renazzo,CR2,1000,Fell,1824,http://www.lpi.usra.edu/meteor/metbull.php?code=22586,44.76667,11.28333,3772,56:02.8,11:51.9,1824-01-01 00:00:00,11.28333,44.76667,"{""type"":""Point"",""coordinates"":[11.28333,44.76667]}"
Renca,L5,300,Fell,1925,http://www.lpi.usra.edu/meteor/metbull.php?code=22587,-32.75,-65.28333,6708,56:02.8,11:51.9,1/1/1925 0:00,-65.28333,-32.75,"{""type"":""Point"",""coordinates"":[-65.28333,-32.75]}"
Renqiu,L6,355,Fell,1916,http://www.lpi.usra.edu/meteor/metbull.php?code=22589,38.66667,116.13333,6224,56:02.8,11:51.9,1/1/1916 0:00,116.13333,38.66667,"{""type"":""Point"",""coordinates"":[116.13333,38.66667]}"
Repeev Khutor,"Iron, IIF",7000,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=22590,48.6,45.66667,1466,56:02.8,11:51.9,1/1/1933 0:00,45.66667,48.6,"{""type"":""Point"",""coordinates"":[45.66667,48.6]}"
Revelstoke,CI1,1,Fell,1965,http://www.lpi.usra.edu/meteor/metbull.php?code=22592,51.33333,-118.95,32302,56:02.8,11:51.9,1/1/1965 0:00,-118.95,51.33333,"{""type"":""Point"",""coordinates"":[-118.95,51.33333]}"
Rewari,L6,3332,Fell,1929,http://www.lpi.usra.edu/meteor/metbull.php?code=22593,28.2,76.66667,2156,56:02.8,11:51.9,1/1/1929 0:00,76.66667,28.2,"{""type"":""Point"",""coordinates"":[76.66667,28.2]}"
Rich Mountain,L6,668,Fell,1903,http://www.lpi.usra.edu/meteor/metbull.php?code=22597,35.03333,-83.03333,4589,56:02.8,11:51.9,1/1/1903 0:00,-83.03333,35.03333,"{""type"":""Point"",""coordinates"":[-83.03333,35.03333]}"
Richardton,H5,90000,Fell,1918,http://www.lpi.usra.edu/meteor/metbull.php?code=22599,46.88333,-102.31667,292,56:02.8,11:51.9,1/1/1918 0:00,-102.31667,46.88333,"{""type"":""Point"",""coordinates"":[-102.31667,46.88333]}"
Richland Springs,OC,1900,Fell,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22602,31.25,-99.03333,2805,56:02.8,11:51.9,1/1/1980 0:00,-99.03333,31.25,"{""type"":""Point"",""coordinates"":[-99.03333,31.25]}"
Richmond,LL5,1800,Fell,1828,http://www.lpi.usra.edu/meteor/metbull.php?code=22603,37.46667,-77.5,2868,56:02.8,11:51.9,1828-01-01 00:00:00,-77.5,37.46667,"{""type"":""Point"",""coordinates"":[-77.5,37.46667]}"
Rio Mocoreta,Doubtful meteorite,0,Fell,1844,http://www.lpi.usra.edu/meteor/metbull.php?code=22610,-30.61667,-57.96667,34317,56:02.8,11:51.9,1844-01-01 00:00:00,-57.96667,-30.61667,"{""type"":""Point"",""coordinates"":[-57.96667,-30.61667]}"
Rio Negro,L4,1310,Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=22611,-26.1,-49.8,3332,56:02.8,11:51.9,1/1/1934 0:00,-49.8,-26.1,"{""type"":""Point"",""coordinates"":[-49.8,-26.1]}"
Rivolta de Bassi,Stone-uncl,103.3,Fell,1491,http://www.lpi.usra.edu/meteor/metbull.php?code=22614,45.48333,9.51667,10567,56:02.8,11:51.9,1491-01-01 00:00:00,9.51667,45.48333,"{""type"":""Point"",""coordinates"":[9.51667,45.48333]}"
Roa,Doubtful stone,0,Fell,1438,http://www.lpi.usra.edu/meteor/metbull.php?code=22615,41.73333,-3.93333,34262,56:02.8,11:51.9,1438-01-01 00:00:00,-3.93333,41.73333,"{""type"":""Point"",""coordinates"":[-3.93333,41.73333]}"
Rochester,H6,340,Fell,1876,http://www.lpi.usra.edu/meteor/metbull.php?code=22637,41.08333,-86.28333,6357,56:02.8,11:51.9,1876-01-01 00:00:00,-86.28333,41.08333,"{""type"":""Point"",""coordinates"":[-86.28333,41.08333]}"
Rockhampton,Stone-uncl,1641,Fell,1895,http://www.lpi.usra.edu/meteor/metbull.php?code=22640,-23.38333,150.51667,2985,56:02.8,11:51.9,1895-01-01 00:00:00,150.51667,-23.38333,"{""type"":""Point"",""coordinates"":[150.51667,-23.38333]}"
Roda,Diogenite,400,Fell,1871,http://www.lpi.usra.edu/meteor/metbull.php?code=22641,42.3,0.55,5826,56:02.8,11:51.9,1871-01-01 00:00:00,0.55,42.3,"{""type"":""Point"",""coordinates"":[0.55,42.3]}"
Rodach,Stone-uncl,2900,Fell,1775,http://www.lpi.usra.edu/meteor/metbull.php?code=22642,50.35,10.8,2295,56:02.8,11:51.9,1775-01-01 00:00:00,10.8,50.35,"{""type"":""Point"",""coordinates"":[10.8,50.35]}"
Rose City,H5,10600,Fell,1921,http://www.lpi.usra.edu/meteor/metbull.php?code=22766,44.51667,-83.95,1177,56:02.8,11:51.9,1/1/1921 0:00,-83.95,44.51667,"{""type"":""Point"",""coordinates"":[-83.95,44.51667]}"
Rowton,"Iron, IIIAB",3500,Fell,1876,http://www.lpi.usra.edu/meteor/metbull.php?code=22773,52.76667,-2.51667,2111,56:02.8,11:51.9,1876-01-01 00:00:00,-2.51667,52.76667,"{""type"":""Point"",""coordinates"":[-2.51667,52.76667]}"
Ruhobobo,L6,465.5,Fell,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=22780,-1.45,29.83333,5412,56:02.8,11:51.9,1/1/1976 0:00,29.83333,-1.45,"{""type"":""Point"",""coordinates"":[29.83333,-1.45]}"
Rumuruti,R3.8-6,67,Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=22782,0.26667,36.53333,12378,56:02.8,11:51.9,1/1/1934 0:00,36.53333,0.26667,"{""type"":""Point"",""coordinates"":[36.53333,0.26667]}"
Rupota,L4-6,6000,Fell,1949,http://www.lpi.usra.edu/meteor/metbull.php?code=22783,-10.26667,38.76667,1596,56:02.8,11:51.9,1/1/1949 0:00,38.76667,-10.26667,"{""type"":""Point"",""coordinates"":[38.76667,-10.26667]}"
Ruschany,Doubtful meteorite,6000,Fell,1894,http://www.lpi.usra.edu/meteor/metbull.php?code=22784,52.88333,24.88333,1589,56:02.8,11:51.9,1894-01-01 00:00:00,24.88333,52.88333,"{""type"":""Point"",""coordinates"":[24.88333,52.88333]}"
Ryechki,L5,13000,Fell,1914,http://www.lpi.usra.edu/meteor/metbull.php?code=22791,51.13333,34.5,1044,56:02.8,11:51.9,1/1/1914 0:00,34.5,51.13333,"{""type"":""Point"",""coordinates"":[34.5,51.13333]}"
Sabetmahet,H5,1250,Fell,1855,http://www.lpi.usra.edu/meteor/metbull.php?code=22792,27.43333,82.08333,3405,56:02.8,11:51.9,1855-01-01 00:00:00,82.08333,27.43333,"{""type"":""Point"",""coordinates"":[82.08333,27.43333]}"
Sabrum,LL6,478,Fell,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22793,23.08333,91.66667,5341,56:02.8,11:51.9,1/1/1999 0:00,91.66667,23.08333,"{""type"":""Point"",""coordinates"":[91.66667,23.08333]}"
Sagan,Stone-uncl,0,Fell,1636,http://www.lpi.usra.edu/meteor/metbull.php?code=22796,51.53333,14.88333,34277,56:02.8,11:51.9,1636-01-01 00:00:00,14.88333,51.53333,"{""type"":""Point"",""coordinates"":[14.88333,51.53333]}"
Saint-Sauveur,EH5,14000,Fell,1914,http://www.lpi.usra.edu/meteor/metbull.php?code=23101,43.73333,1.38333,1006,56:02.8,11:51.9,1/1/1914 0:00,1.38333,43.73333,"{""type"":""Point"",""coordinates"":[1.38333,43.73333]}"
Saint-S̩verin,LL6,271000,Fell,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=23102,45.3,0.23333,126,56:02.8,11:51.9,1/1/1966 0:00,0.23333,45.3,"{""type"":""Point"",""coordinates"":[0.23333,45.3]}"
Sakauchi,Iron,4180,Fell,1913,http://www.lpi.usra.edu/meteor/metbull.php?code=23103,35.66667,136.3,1901,56:02.8,11:51.9,1/1/1913 0:00,136.3,35.66667,"{""type"":""Point"",""coordinates"":[136.3,35.66667]}"
Sakurayama,Doubtful Iron,0.8,Fell,1935,http://www.lpi.usra.edu/meteor/metbull.php?code=23104,35.16667,136.91667,32771,56:02.8,11:51.9,1/1/1935 0:00,136.91667,35.16667,"{""type"":""Point"",""coordinates"":[136.91667,35.16667]}"
Salem,L6,61.4,Fell,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=23107,44.97917,-122.96944,12750,56:02.8,11:51.9,1/1/1981 0:00,-122.96944,44.97917,"{""type"":""Point"",""coordinates"":[-122.96944,44.97917]}"
Salles,L5,9000,Fell,1798,http://www.lpi.usra.edu/meteor/metbull.php?code=23111,46.05,4.63333,1282,56:02.8,11:51.9,1798-01-01 00:00:00,4.63333,46.05,"{""type"":""Point"",""coordinates"":[4.63333,46.05]}"
Salzwedel,LL5,43,Fell,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=23114,52.75,11.05,14401,56:02.8,11:51.9,1/1/1985 0:00,11.05,52.75,"{""type"":""Point"",""coordinates"":[11.05,52.75]}"
Samelia,"Iron, IIIAB",2462,Fell,1921,http://www.lpi.usra.edu/meteor/metbull.php?code=23115,25.66667,74.86667,2475,56:02.8,11:51.9,1/1/1921 0:00,74.86667,25.66667,"{""type"":""Point"",""coordinates"":[74.86667,25.66667]}"
San Cerre de Mallorca,Doubtful meteorite,3600,Fell,1958,http://www.lpi.usra.edu/meteor/metbull.php?code=23120,39.58333,2.65,2073,56:02.8,11:51.9,1/1/1958 0:00,2.65,39.58333,"{""type"":""Point"",""coordinates"":[2.65,39.58333]}"
San Juan Capistrano,H6,56,Fell,1973,http://www.lpi.usra.edu/meteor/metbull.php?code=23128,33.48472,-117.6625,13148,56:02.8,11:51.9,1/1/1973 0:00,-117.6625,33.48472,"{""type"":""Point"",""coordinates"":[-117.6625,33.48472]}"
San Michele,L6,237,Fell,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=31315,43.66667,13,7462,56:02.8,11:51.9,1/1/2002 0:00,13,43.66667,"{""type"":""Point"",""coordinates"":[13,43.66667]}"
San Pedro de Quiles,L6,282,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=23130,-31.01667,-71.4,6899,56:02.8,11:51.9,1/1/1956 0:00,-71.4,-31.01667,"{""type"":""Point"",""coordinates"":[-71.4,-31.01667]}"
San Pedro Jacuaro,LL6,460,Fell,1968,http://www.lpi.usra.edu/meteor/metbull.php?code=34063,19.76667,-100.65,5433,56:02.8,11:51.9,1/1/1968 0:00,-100.65,19.76667,"{""type"":""Point"",""coordinates"":[-100.65,19.76667]}"
Santa Barbara,L4,400,Fell,1873,http://www.lpi.usra.edu/meteor/metbull.php?code=23161,-29.2,-51.86667,5827,56:02.8,11:51.9,1873-01-01 00:00:00,-51.86667,-29.2,"{""type"":""Point"",""coordinates"":[-51.86667,-29.2]}"
Santa Cruz,CM2,60,Fell,1939,http://www.lpi.usra.edu/meteor/metbull.php?code=23164,24.16667,-99.33333,12847,56:02.8,11:51.9,1/1/1939 0:00,-99.33333,24.16667,"{""type"":""Point"",""coordinates"":[-99.33333,24.16667]}"
Santa Isabel,L6,5500,Fell,1924,http://www.lpi.usra.edu/meteor/metbull.php?code=23165,-33.9,-61.7,1658,56:02.8,11:51.9,1/1/1924 0:00,-61.7,-33.9,"{""type"":""Point"",""coordinates"":[-61.7,-33.9]}"
Santa Lucia (2008),L6,4000,Fell,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=50909,-31.535556,-68.489444,1970,56:02.8,11:51.9,1/1/2008 0:00,-68.489444,-31.535556,"{""type"":""Point"",""coordinates"":[-68.48944,-31.53556]}"
Saratov,L4,200000,Fell,1918,http://www.lpi.usra.edu/meteor/metbull.php?code=23176,52.55,46.55,155,56:02.8,11:51.9,1/1/1918 0:00,46.55,52.55,"{""type"":""Point"",""coordinates"":[46.55,52.55]}"
Sasagase,H,695,Fell,1688,http://www.lpi.usra.edu/meteor/metbull.php?code=23187,34.71667,137.78333,4521,56:02.8,11:51.9,1688-01-01 00:00:00,137.78333,34.71667,"{""type"":""Point"",""coordinates"":[137.78333,34.71667]}"
Sauguis,L6,4000,Fell,1868,http://www.lpi.usra.edu/meteor/metbull.php?code=23188,43.15,-0.85,1949,56:02.8,11:51.9,1868-01-01 00:00:00,-0.85,43.15,"{""type"":""Point"",""coordinates"":[-0.85,43.15]}"
Savtschenskoje,LL4,2500,Fell,1894,http://www.lpi.usra.edu/meteor/metbull.php?code=23190,47.21667,29.86667,2443,56:02.8,11:51.9,1894-01-01 00:00:00,29.86667,47.21667,"{""type"":""Point"",""coordinates"":[29.86667,47.21667]}"
Sayama,CM2,430,Fell,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=23192,35.86667,139.4,5625,56:02.8,11:51.9,1/1/1986 0:00,139.4,35.86667,"{""type"":""Point"",""coordinates"":[139.4,35.86667]}"
Sazovice,L5,412,Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=23455,49.23333,17.56667,5743,56:02.8,11:51.9,1/1/1934 0:00,17.56667,49.23333,"{""type"":""Point"",""coordinates"":[17.56667,49.23333]}"
Schellin,L,7000,Fell,1715,http://www.lpi.usra.edu/meteor/metbull.php?code=23457,53.35,15.05,1458,56:02.8,11:51.9,1715-01-01 00:00:00,15.05,53.35,"{""type"":""Point"",""coordinates"":[15.05,53.35]}"
Schenectady,H5,283.3,Fell,1968,http://www.lpi.usra.edu/meteor/metbull.php?code=23458,42.86083,-73.95028,6885,56:02.8,11:51.9,1/1/1968 0:00,-73.95028,42.86083,"{""type"":""Point"",""coordinates"":[-73.95028,42.86083]}"
Sch̦nenberg,L6,8000,Fell,1846,http://www.lpi.usra.edu/meteor/metbull.php?code=23460,48.11667,10.46667,1372,56:02.8,11:51.9,1846-01-01 00:00:00,10.46667,48.11667,"{""type"":""Point"",""coordinates"":[10.46667,48.11667]}"
Schleusingen,Doubtful stone,0,Fell,1552,http://www.lpi.usra.edu/meteor/metbull.php?code=23459,50.51667,10.76667,34270,56:02.8,11:51.9,1552-01-01 00:00:00,10.76667,50.51667,"{""type"":""Point"",""coordinates"":[10.76667,50.51667]}"
Searsmont,H5,5400,Fell,1871,http://www.lpi.usra.edu/meteor/metbull.php?code=23472,44.36667,-69.2,1674,56:02.8,11:51.9,1871-01-01 00:00:00,-69.2,44.36667,"{""type"":""Point"",""coordinates"":[-69.2,44.36667]}"
Sedik̦y,L6,240,Fell,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=23473,38.3,27.13333,7410,56:02.8,11:51.9,1/1/1917 0:00,27.13333,38.3,"{""type"":""Point"",""coordinates"":[27.13333,38.3]}"
Segowlie,LL6,6930,Fell,1853,http://www.lpi.usra.edu/meteor/metbull.php?code=23476,26.75,84.78333,1482,56:02.8,11:51.9,1853-01-01 00:00:00,84.78333,26.75,"{""type"":""Point"",""coordinates"":[84.78333,26.75]}"
Selakopi,H5,1590,Fell,1939,http://www.lpi.usra.edu/meteor/metbull.php?code=23481,-7.23333,107.33333,3041,56:02.8,11:51.9,1/1/1939 0:00,107.33333,-7.23333,"{""type"":""Point"",""coordinates"":[107.33333,-7.23333]}"
Seldebourak,H5,150,Fell,1947,http://www.lpi.usra.edu/meteor/metbull.php?code=23483,22.83333,4.98333,9080,56:02.8,11:51.9,1/1/1947 0:00,4.98333,22.83333,"{""type"":""Point"",""coordinates"":[4.98333,22.83333]}"
Semarkona,LL3.00,691,Fell,1940,http://www.lpi.usra.edu/meteor/metbull.php?code=23487,22.25,79,4528,56:02.8,11:51.9,1/1/1940 0:00,79,22.25,"{""type"":""Point"",""coordinates"":[79,22.25]}"
Sena,H4,4000,Fell,1773,http://www.lpi.usra.edu/meteor/metbull.php?code=23495,41.71667,-0.05,1943,56:02.8,11:51.9,1773-01-01 00:00:00,-0.05,41.71667,"{""type"":""Point"",""coordinates"":[-0.05,41.71667]}"
Senboku,H6,866,Fell,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=23496,39.43833,140.51167,4070,56:02.8,11:51.9,1/1/1993 0:00,140.51167,39.43833,"{""type"":""Point"",""coordinates"":[140.51167,39.43833]}"
Seoni,H6,20000,Fell,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=23500,21.68389,79.50083,802,56:02.8,11:51.9,1/1/1966 0:00,79.50083,21.68389,"{""type"":""Point"",""coordinates"":[79.50083,21.68389]}"
Seres,H4,8500,Fell,1818,http://www.lpi.usra.edu/meteor/metbull.php?code=23501,41.05,23.56667,1328,56:02.8,11:51.9,1818-01-01 00:00:00,23.56667,41.05,"{""type"":""Point"",""coordinates"":[23.56667,41.05]}"
Serra de Mag̩,Eucrite-cm,1800,Fell,1923,http://www.lpi.usra.edu/meteor/metbull.php?code=23502,-8.38333,-36.76667,2874,56:02.8,11:51.9,1/1/1923 0:00,-36.76667,-8.38333,"{""type"":""Point"",""coordinates"":[-36.76667,-8.38333]}"
Sete Lagoas,H4,350,Fell,1908,http://www.lpi.usra.edu/meteor/metbull.php?code=23504,-19.46667,-44.21667,6269,56:02.8,11:51.9,1/1/1908 0:00,-44.21667,-19.46667,"{""type"":""Point"",""coordinates"":[-44.21667,-19.46667]}"
Sevilla,LL4,180,Fell,1862,http://www.lpi.usra.edu/meteor/metbull.php?code=23508,37.41667,-6,8442,56:02.8,11:51.9,1862-01-01 00:00:00,-6,37.41667,"{""type"":""Point"",""coordinates"":[-6,37.41667]}"
Sevrukovo,L5,101000,Fell,1874,http://www.lpi.usra.edu/meteor/metbull.php?code=23509,50.61667,36.6,258,56:02.8,11:51.9,1874-01-01 00:00:00,36.6,50.61667,"{""type"":""Point"",""coordinates"":[36.6,50.61667]}"
Sfax,L6,7000,Fell,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=23512,34.75,10.71667,1471,56:02.8,11:51.9,1/1/1989 0:00,10.71667,34.75,"{""type"":""Point"",""coordinates"":[10.71667,34.75]}"
Shalka,Diogenite,4000,Fell,1850,http://www.lpi.usra.edu/meteor/metbull.php?code=23521,23.1,87.3,1947,56:02.8,11:51.9,1850-01-01 00:00:00,87.3,23.1,"{""type"":""Point"",""coordinates"":[87.3,23.1]}"
Sharps,H3.4,1265,Fell,1921,http://www.lpi.usra.edu/meteor/metbull.php?code=23525,37.83333,-76.7,3390,56:02.8,11:51.9,1/1/1921 0:00,-76.7,37.83333,"{""type"":""Point"",""coordinates"":[-76.7,37.83333]}"
Shelburne,L5,18600,Fell,1904,http://www.lpi.usra.edu/meteor/metbull.php?code=23529,44.05,-80.16667,840,56:02.8,11:51.9,1/1/1904 0:00,-80.16667,44.05,"{""type"":""Point"",""coordinates"":[-80.16667,44.05]}"
Shergotty,Martian (shergottite),5000,Fell,1865,http://www.lpi.usra.edu/meteor/metbull.php?code=23530,24.55,84.83333,1735,56:02.8,11:51.9,1865-01-01 00:00:00,84.83333,24.55,"{""type"":""Point"",""coordinates"":[84.83333,24.55]}"
Sheyang,L6,605,Fell,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=23531,33.65,120.06667,4802,56:02.8,11:51.9,1/1/1976 0:00,120.06667,33.65,"{""type"":""Point"",""coordinates"":[120.06667,33.65]}"
Shikarpur,L6,3680,Fell,1921,http://www.lpi.usra.edu/meteor/metbull.php?code=23534,25.85,87.5775,2046,56:02.8,11:51.9,1/1/1921 0:00,87.5775,25.85,"{""type"":""Point"",""coordinates"":[87.5775,25.85]}"
Shuangyang,H5,3900,Fell,1971,http://www.lpi.usra.edu/meteor/metbull.php?code=23582,43.5,125.66667,1990,56:02.8,11:51.9,1/1/1971 0:00,125.66667,43.5,"{""type"":""Point"",""coordinates"":[125.66667,43.5]}"
Shupiyan,H6,5000,Fell,1912,http://www.lpi.usra.edu/meteor/metbull.php?code=23583,33.71667,74.83333,1742,56:02.8,11:51.9,1/1/1912 0:00,74.83333,33.71667,"{""type"":""Point"",""coordinates"":[74.83333,33.71667]}"
Shytal,L6,3200,Fell,1863,http://www.lpi.usra.edu/meteor/metbull.php?code=23584,24.33333,90.16667,2187,56:02.8,11:51.9,1863-01-01 00:00:00,90.16667,24.33333,"{""type"":""Point"",""coordinates"":[90.16667,24.33333]}"
Ṣo Jose do Rio Preto,H4,927,Fell,1962,http://www.lpi.usra.edu/meteor/metbull.php?code=23171,-20.81,-49.38056,3947,56:02.8,11:51.9,1/1/1962 0:00,-49.38056,-20.81,"{""type"":""Point"",""coordinates"":[-49.38056,-20.81]}"
Siena,LL5,3700,Fell,1794,http://www.lpi.usra.edu/meteor/metbull.php?code=23586,43.11667,11.6,2033,56:02.8,11:51.9,1794-01-01 00:00:00,11.6,43.11667,"{""type"":""Point"",""coordinates"":[11.6,43.11667]}"
Sikhote-Alin,"Iron, IIAB",23000000,Fell,1947,http://www.lpi.usra.edu/meteor/metbull.php?code=23593,46.16,134.65333,9,56:02.8,11:51.9,1/1/1947 0:00,134.65333,46.16,"{""type"":""Point"",""coordinates"":[134.65333,46.16]}"
Silao,H5,1710,Fell,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=23594,20.93333,-101.38333,2950,56:02.8,11:51.9,1/1/1995 0:00,-101.38333,20.93333,"{""type"":""Point"",""coordinates"":[-101.38333,20.93333]}"
Silistra,Achondrite-ung,0.15,Fell,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=55584,44.11667,27.26667,34017,56:02.8,11:51.9,1/1/1917 0:00,27.26667,44.11667,"{""type"":""Point"",""coordinates"":[27.26667,44.11667]}"
Simmern,H5,1222,Fell,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=23603,49.98333,7.53333,3455,56:02.8,11:51.9,1/1/1920 0:00,7.53333,49.98333,"{""type"":""Point"",""coordinates"":[7.53333,49.98333]}"
Simonod,Doubtful chondrite,1100,Fell,1835,http://www.lpi.usra.edu/meteor/metbull.php?code=23605,46.08333,5.33333,3608,56:02.8,11:51.9,1835-01-01 00:00:00,5.33333,46.08333,"{""type"":""Point"",""coordinates"":[5.33333,46.08333]}"
Sinai,L6,1455,Fell,1916,http://www.lpi.usra.edu/meteor/metbull.php?code=23606,30.9,32.48333,3177,56:02.8,11:51.9,1/1/1916 0:00,32.48333,30.9,"{""type"":""Point"",""coordinates"":[32.48333,30.9]}"
Sindhri,H5,8400,Fell,1901,http://www.lpi.usra.edu/meteor/metbull.php?code=23611,26.21667,69.55,1335,56:02.8,11:51.9,1/1/1901 0:00,69.55,26.21667,"{""type"":""Point"",""coordinates"":[69.55,26.21667]}"
Sinnai,H6,2000,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=23613,39.3,9.2,2728,56:02.8,11:51.9,1/1/1956 0:00,9.2,39.3,"{""type"":""Point"",""coordinates"":[9.2,39.3]}"
Sioux County,Eucrite-mmict,4100,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=23614,42.58333,-103.66667,1920,56:02.8,11:51.9,1/1/1933 0:00,-103.66667,42.58333,"{""type"":""Point"",""coordinates"":[-103.66667,42.58333]}"
Sitathali,H5,1600,Fell,1875,http://www.lpi.usra.edu/meteor/metbull.php?code=23616,20.91667,82.58333,3019,56:02.8,11:51.9,1875-01-01 00:00:00,82.58333,20.91667,"{""type"":""Point"",""coordinates"":[82.58333,20.91667]}"
Sivas,H6,40000,Fell,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=23617,39.82467,36.13583,529,56:02.8,11:51.9,1/1/1989 0:00,36.13583,39.82467,"{""type"":""Point"",""coordinates"":[36.13583,39.82467]}"
Sixiangkou,L5,630,Fell,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=23619,32.43333,119.86667,4703,56:02.8,11:51.9,1/1/1989 0:00,119.86667,32.43333,"{""type"":""Point"",""coordinates"":[119.86667,32.43333]}"
Ski,L6,850,Fell,1848,http://www.lpi.usra.edu/meteor/metbull.php?code=23621,59.73333,10.86667,4106,56:02.8,11:51.9,1848-01-01 00:00:00,10.86667,59.73333,"{""type"":""Point"",""coordinates"":[10.86667,59.73333]}"
Sk̴ne-Tran̴s,Doubtful meteorite,0,Fell,1922,http://www.lpi.usra.edu/meteor/metbull.php?code=23620,58,15,34341,56:02.8,11:51.9,1/1/1922 0:00,15,58,"{""type"":""Point"",""coordinates"":[15,58]}"
Slavetic,H5,1708,Fell,1868,http://www.lpi.usra.edu/meteor/metbull.php?code=23626,45.68333,15.6,2951,56:02.8,11:51.9,1868-01-01 00:00:00,15.6,45.68333,"{""type"":""Point"",""coordinates"":[15.6,45.68333]}"
Slobodka,L4,2750,Fell,1818,http://www.lpi.usra.edu/meteor/metbull.php?code=23645,55,35,2339,56:02.8,11:51.9,1818-01-01 00:00:00,35,55,"{""type"":""Point"",""coordinates"":[35,55]}"
Soheria,OC,72.9,Fell,1960,http://www.lpi.usra.edu/meteor/metbull.php?code=23660,27.13333,84.06667,12008,56:02.8,11:51.9,1/1/1960 0:00,84.06667,27.13333,"{""type"":""Point"",""coordinates"":[84.06667,27.13333]}"
So��tmany,L6,1066,Fell,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=53829,54.00883,22.005,3659,56:02.8,11:51.9,1/1/2011 0:00,22.005,54.00883,"{""type"":""Point"",""coordinates"":[22.005,54.00883]}"
Soko-Banja,LL4,80000,Fell,1877,http://www.lpi.usra.edu/meteor/metbull.php?code=23661,43.66667,21.86667,314,56:02.8,11:51.9,1877-01-01 00:00:00,21.86667,43.66667,"{""type"":""Point"",""coordinates"":[21.86667,43.66667]}"
Sologne,H5,54,Fell,1860,http://www.lpi.usra.edu/meteor/metbull.php?code=23663,47.36667,1.73333,13304,56:02.8,11:51.9,1860-01-01 00:00:00,1.73333,47.36667,"{""type"":""Point"",""coordinates"":[1.73333,47.36667]}"
Sone,H5,17100,Fell,1866,http://www.lpi.usra.edu/meteor/metbull.php?code=23667,35.16667,135.33333,886,56:02.8,11:51.9,1866-01-01 00:00:00,135.33333,35.16667,"{""type"":""Point"",""coordinates"":[135.33333,35.16667]}"
